Electronic Nose Data Export
Sample Name,melati1
Sample Type,Bunga Melati
Export Date,2025-11-26T19:55:59.828978
Mode,Auto FSM (Zizu)
Number of Points,7299

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
5.000,0.94,0.48,0.44,0.06,5.33,4.39,1.67
5.100,0.94,0.48,0.44,0.06,5.33,4.39,1.67
5.200,0.94,0.48,0.44,0.07,5.17,4.21,1.61
5.300,0.94,0.48,0.44,0.07,5.33,4.39,1.67
5.400,0.94,0.48,0.44,0.07,5.17,4.21,1.61
5.500,0.94,0.48,0.44,0.07,5.17,4.21,1.61
5.600,0.94,0.48,0.44,0.06,5.33,4.39,1.67
5.700,0.94,0.48,0.44,0.06,4.84,3.87,1.50
5.800,0.94,0.48,0.44,0.06,5.17,4.21,1.61
5.900,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.000,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.100,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.200,0.94,0.48,0.44,0.06,4.21,3.23,1.28
6.300,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.400,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.500,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.600,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.700,0.94,0.48,0.43,0.06,5.17,4.21,1.61
6.800,0.94,0.48,0.44,0.06,5.17,4.21,1.61
6.900,0.94,0.48,0.44,0.06,5.17,4.21,1.61
7.000,0.94,0.48,0.44,0.06,5.33,4.39,1.67
7.100,0.94,0.48,0.43,0.06,5.17,4.21,1.61
7.200,0.94,0.48,0.44,0.06,5.17,4.21,1.61
7.300,0.94,0.48,0.43,0.06,5.17,4.21,1.61
7.400,0.94,0.48,0.43,0.06,5.17,4.21,1.61
7.500,0.94,0.48,0.43,0.06,5.17,4.21,1.61
7.600,0.94,0.48,0.43,0.06,5.17,4.21,1.61
7.700,0.94,0.48,0.43,0.06,5.17,4.21,1.61
7.800,0.94,0.48,0.43,0.06,5.17,4.21,1.61
7.900,0.94,0.48,0.43,0.06,5.17,4.21,1.61
8.000,0.94,0.48,0.43,0.06,5.17,4.21,1.61
8.100,0.94,0.48,0.43,0.06,5.33,4.39,1.67
8.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
8.300,0.94,0.48,0.43,0.06,5.17,4.21,1.61
8.400,0.94,0.48,0.43,0.07,5.17,4.21,1.61
8.500,0.94,0.48,0.43,0.06,5.17,4.21,1.61
8.600,0.94,0.48,0.43,0.06,5.17,4.21,1.61
8.700,0.94,0.48,0.43,0.06,5.17,4.21,1.61
8.800,0.94,0.48,0.43,0.06,5.17,4.21,1.61
8.900,0.94,0.48,0.43,0.06,5.17,4.21,1.61
9.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
9.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
9.200,0.94,0.48,0.43,0.07,5.00,4.04,1.56
9.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
9.400,0.94,0.48,0.43,0.06,5.66,4.75,1.79
9.500,0.94,0.48,0.43,0.06,5.17,4.21,1.61
9.600,0.94,0.48,0.43,0.06,5.17,4.21,1.61
9.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
9.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
9.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.400,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.600,0.94,0.48,0.43,0.06,5.33,4.39,1.67
10.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
10.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.100,0.94,0.48,0.43,0.06,5.17,4.21,1.61
11.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.400,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.600,0.94,0.48,0.43,0.06,5.17,4.21,1.61
11.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
11.900,0.94,0.48,0.43,0.07,5.00,4.04,1.56
12.000,0.94,0.48,0.43,0.06,4.84,3.87,1.50
12.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.400,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.600,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
12.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.400,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.600,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
13.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.400,0.94,0.48,0.43,0.06,4.84,3.87,1.50
14.500,0.94,0.48,0.43,0.06,4.84,3.87,1.50
14.600,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
14.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.400,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.600,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
15.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.200,0.94,0.48,0.43,0.06,4.84,3.87,1.50
16.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.400,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.600,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
16.800,0.94,0.48,0.44,0.06,5.00,4.04,1.56
16.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.000,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.100,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.300,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.400,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.600,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.700,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.800,0.94,0.48,0.43,0.06,5.00,4.04,1.56
17.900,0.94,0.48,0.43,0.06,5.00,4.04,1.56
18.000,0.94,0.48,0.44,0.06,5.66,4.75,1.79
18.100,0.94,0.48,0.44,0.06,5.00,4.04,1.56
18.200,0.94,0.48,0.43,0.06,5.00,4.04,1.56
18.300,0.94,0.48,0.44,0.06,5.00,4.04,1.56
18.400,0.94,0.48,0.44,0.06,5.00,4.04,1.56
18.500,0.94,0.48,0.43,0.06,5.00,4.04,1.56
18.600,0.94,0.48,0.44,0.06,5.00,4.04,1.56
18.700,0.94,0.48,0.44,0.06,5.00,4.04,1.56
18.800,0.94,0.48,0.44,0.06,5.00,4.04,1.56
18.900,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.000,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.100,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.200,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.300,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.400,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.500,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.600,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.700,0.94,0.48,0.44,0.06,5.66,4.75,1.79
19.800,0.94,0.48,0.44,0.06,5.00,4.04,1.56
19.900,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.000,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.100,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.200,0.94,0.48,0.44,0.06,4.84,3.87,1.50
20.300,0.94,0.48,0.44,0.06,4.84,3.87,1.50
20.400,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.500,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.600,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.700,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.800,0.94,0.48,0.44,0.06,5.00,4.04,1.56
20.900,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.000,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.100,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.200,0.94,0.48,0.44,0.06,4.84,3.87,1.50
21.300,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.400,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.500,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.600,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.700,0.94,0.48,0.44,0.06,4.84,3.87,1.50
21.800,0.94,0.48,0.44,0.06,5.00,4.04,1.56
21.900,0.94,0.48,0.44,0.06,5.00,4.04,1.56
22.000,0.94,0.48,0.44,0.06,5.00,4.04,1.56
22.100,0.94,0.49,0.44,0.06,5.00,4.04,1.56
22.200,0.94,0.48,0.44,0.06,5.17,4.21,1.61
22.300,0.94,0.48,0.44,0.06,5.00,4.04,1.56
22.400,0.94,0.48,0.44,0.06,5.00,4.04,1.56
22.500,0.94,0.48,0.44,0.06,5.00,4.04,1.56
22.600,0.94,0.49,0.44,0.06,5.17,4.21,1.61
22.700,0.94,0.49,0.44,0.06,5.00,4.04,1.56
22.800,0.94,0.49,0.44,0.06,5.00,4.04,1.56
22.900,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.000,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.100,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.200,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.300,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.400,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.500,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.600,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.700,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.800,0.94,0.49,0.44,0.06,5.00,4.04,1.56
23.900,0.94,0.49,0.44,0.06,5.00,4.04,1.56
24.000,0.94,0.48,0.44,0.06,5.00,4.04,1.56
24.100,0.94,0.48,0.44,0.06,5.00,4.04,1.56
24.200,0.94,0.49,0.44,0.06,5.00,4.04,1.56
24.300,0.94,0.48,0.44,0.06,5.00,4.04,1.56
24.400,0.94,0.49,0.44,0.06,5.17,4.21,1.61
24.500,0.94,0.49,0.44,0.06,5.00,4.04,1.56
24.600,0.94,0.49,0.44,0.06,5.00,4.04,1.56
24.700,0.94,0.49,0.44,0.06,5.00,4.04,1.56
24.800,0.94,0.49,0.44,0.06,5.00,4.04,1.56
24.900,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.000,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.100,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.200,0.94,0.48,0.44,0.06,5.00,4.04,1.56
25.300,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.400,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.500,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.600,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.700,0.94,0.49,0.44,0.06,5.00,4.04,1.56
25.800,0.94,0.49,0.44,0.06,5.49,4.57,1.73
25.900,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.000,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.100,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.200,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.300,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.400,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.500,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.600,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.700,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.800,0.94,0.49,0.44,0.06,5.00,4.04,1.56
26.900,0.94,0.49,0.44,0.06,5.17,4.21,1.61
27.000,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.100,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.200,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.300,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.400,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.500,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.600,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.700,0.94,0.49,0.44,0.06,4.84,3.87,1.50
27.800,0.94,0.49,0.44,0.06,5.00,4.04,1.56
27.900,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.000,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.100,0.94,0.49,0.44,0.06,5.00,4.04,1.56
28.200,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.300,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.400,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.500,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.600,0.94,0.49,0.44,0.06,5.00,4.04,1.56
28.700,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.800,0.94,0.49,0.44,0.06,5.17,4.21,1.61
28.900,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.000,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.100,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.200,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.300,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.400,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.500,0.94,0.49,0.44,0.06,5.82,4.93,1.85
29.600,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.700,0.94,0.49,0.44,0.06,5.00,4.04,1.56
29.800,0.94,0.49,0.44,0.06,5.17,4.21,1.61
29.900,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.000,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.100,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.200,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.300,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
30.500,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.600,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.700,0.94,0.49,0.44,0.06,5.17,4.21,1.61
30.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
30.900,0.94,0.49,0.44,0.06,5.17,4.21,1.61
31.000,0.94,0.49,0.44,0.06,5.17,4.21,1.61
31.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
31.200,0.94,0.49,0.44,0.06,5.17,4.21,1.61
31.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
31.400,0.94,0.49,0.44,0.06,5.00,4.04,1.56
31.500,0.94,0.49,0.44,0.06,5.17,4.21,1.61
31.600,0.94,0.49,0.44,0.06,5.00,4.04,1.56
31.700,0.94,0.49,0.44,0.06,5.00,4.04,1.56
31.800,0.94,0.49,0.44,0.06,5.49,4.57,1.73
31.900,0.94,0.49,0.44,0.06,5.17,4.21,1.61
32.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
32.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
32.200,0.94,0.49,0.45,0.06,5.00,4.04,1.56
32.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
32.400,0.94,0.49,0.45,0.06,5.49,4.57,1.73
32.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
32.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
32.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
32.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
32.900,0.94,0.49,0.45,0.06,5.66,4.75,1.79
33.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
33.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.500,0.94,0.49,0.45,0.06,4.84,3.87,1.50
34.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
34.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.400,0.94,0.49,0.45,0.06,5.82,4.93,1.85
35.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
35.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
36.800,0.94,0.49,0.45,0.06,5.33,4.39,1.67
36.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
37.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
38.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.400,0.94,0.49,0.45,0.06,5.33,4.39,1.67
39.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
39.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
40.900,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.500,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.600,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.700,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.800,0.94,0.49,0.45,0.06,5.17,4.21,1.61
41.900,0.94,0.49,0.45,0.06,5.33,4.39,1.67
42.000,0.94,0.49,0.45,0.06,5.17,4.21,1.61
42.100,0.94,0.49,0.45,0.06,5.17,4.21,1.61
42.200,0.94,0.49,0.45,0.06,5.17,4.21,1.61
42.300,0.94,0.49,0.45,0.06,5.17,4.21,1.61
42.400,0.94,0.49,0.45,0.06,5.17,4.21,1.61
